"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"277","DF0000581_5_LTR76",0.0090172090038542,0.0169601656715092,11.5685473918712,7.91414100058009,3,3.08902342510744,0.395707050029004,0.0660411968012871,0.329665853227717,0.295510000613656,0.329665853227717
"278","DF0000264_4_L1MA7_3end",0.0091533988690579,0.0171543914056805,11.5361539772191,1.67079922893564,3,4.32904668738696,0.0835399614467817,0.0262742261237206,0.0572657353230612,0.168056015337672,0.168056015337672
"279","DF0000318_4_L1P3_5end",0.00948124112329334,0.0177051133520998,11.4600854522604,3.5045464052979,3,6.29941221650901,0.175227320264895,0.00229282874491781,0.172934491519977,0.138180953247378,0.172934491519977
"280","DF0000715_4_MER11B",0.00965143260104061,0.0179585585183649,11.4216136926468,0.889038803600131,3,4.96621704694687,0.0444519401800066,0.00815549682556741,0.0362964433544391,0.135261639565463,0.135261639565463
"281","DF0001169_2_AluYk2",0.00975131725670093,0.0180798444510362,11.3993452897569,10.1598198417995,3,6.13327040173929,0.507990992089974,0.0367476543816386,0.471243337708335,0.135874851460884,0.471243337708335
"282","DF0000838_4_Tigger2a",0.00980243021714916,0.0181101636281373,11.3880370014396,1.60577565197462,3,4.36713659618954,0.080288782598731,0.0221595546008162,0.0581292279979148,0.165119918745694,0.165119918745694
"283","DF0000023_4_Charlie3",0.00985705739079045,0.0181467381646708,11.376015355792,1.50579385944113,3,4.26406424103854,0.0752896929720567,0.0201153395214605,0.0551743534505962,0.173524638802825,0.173524638802825
"284","DF0000617_4_LTR8B",0.0100268872780356,0.0183943953234385,11.3390568353794,3.52632695746677,3,3.31468270152453,0.176316347873339,0.0420511865285047,0.134265161344834,0.26452749518485,0.26452749518485
"285","DF0000350_4_L1PB4_3end",0.0103542436750174,0.018928284051523,11.2695276533178,3.0187982364849,3,4.53565661632576,0.150939911824245,0.0182700942946821,0.132669817529563,0.154698271075782,0.154698271075782
"286","DF0000057_4_AluYc",0.010433250219452,0.0189998065899116,11.2530718942851,63.3444609064071,3,1.67342424824347,3.16722304532035,0.451684829247845,2.71553821607251,0.703510087957487,2.71553821607251
"287","DF0000145_4_FordPrefect",0.0105027721648647,0.0189998065899116,11.2386929612613,35.6983644391605,3,2.21658673160667,1.78491822195802,0.143527264854601,1.64139095710342,0.491959427605747,1.64139095710342
"288","DF0000272_4_L1MB5_3end",0.0104827618942447,0.0189998065899116,11.2428219577488,1.72936645478908,3,4.82228082272668,0.0864683227394539,0.0117627893864227,0.0747055333530313,0.140688833182358,0.140688833182358
"289","DF0000814_4_MER50B",0.0110127626901591,0.0198534579985221,11.1359975870735,24.8428807427504,3,2.18534637277533,1.24214403713752,0.129591896582782,1.11255214055474,0.501684279166589,1.11255214055474
"290","DF0000174_4_HERVE",0.0114470626343436,0.0205652401120449,11.0521755094726,3.68924738701675,3,5.470220921635,0.184462369350837,0.00543863559858961,0.179023733752248,0.12752027208318,0.179023733752248
"291","DF0000163_5_HERV1_I",0.0121515131944522,0.0216812958024301,10.9226609078479,16.4741047903633,3,1.75051399507712,0.823705239518167,0.264041232075927,0.55966400744224,0.667143663472007,0.667143663472007
"292","DF0000616_4_LTR8A",0.0121310948922518,0.0216812958024301,10.9263095464433,6.62603164052516,3,3.16454342332673,0.331301582026258,0.0678541137954022,0.263447468230856,0.284020328389855,0.284020328389855
"293","DF0000472_4_LTR26D",0.0123263311363906,0.0217695543120661,10.8916669485489,6.63953333471078,3,2.23086888979278,0.331976666735539,0.242386893952348,0.0895897727831911,0.487592108022242,0.487592108022242
